Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,Nbond_with_order_till_1p2,Nbond_with_order_till_1p3,Nbond_with_order_till_1p4,Nbond_with_order_till_1p5,Nbond_with_order_over_1p5,Nbond_hybridized,ratio_bonds_with_order_till_1p1_eq_nonhybridized,ratio_bonds_with_order_till_1p2,ratio_bonds_with_order_till_1p3,ratio_bonds_with_order_till_1p4,ratio_bonds_with_order_till_1p5,ratio_bonds_with_order_over_1p5,ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C64-C2-2,C,C2,37,-25.5,-62.5,64,1729.1,1317.1,-0.3135456325,0.4738440071,1,1,-7.980846334,26.8804,-0.4853,2.1019,0.189988262,0.284500179,0.288920892,0.484590089,0.563718187,0.649717646,0.7245515,0.872098924,1.205767243,1.371803811,1.988197969,2.076533001,5.2634830672,3.5149362771,3.4611550348,2.0635997778,1.7739360252,1.5391301224,1.3801641429,1.1466589082,0.8293474597,0.7289672124,0.5029680221,0.4815719276,0.6635311449,0.6243755546,0.4897995569,0.4567880922,22,0.17096168,0.15761251,0.9219171805,219.7191,1627.294,901.5601,159029.4237,0.1796,1.7736,1.43001354,0.0297566,-0.4973366,-1.0374953,1.3636,1.3636,1.3734,1.3734,1.4693,1.4693,1.4754,1.4754,1.27156875,0.10814354,0.495099633,-1.161608969,2,34,28,11,19,2,94,0.020833333,0.354166667,0.291666667,0.114583333,0.197916667,0.020833333,0.979166667,1.0905,1.0905,1.141,1.141,1.4507,1.4507,1.5021,1.5021
C64-C3v-3,C,C3v,-8.9,2.1,11,64,1043.2,237.3,-0.2204830638,0.4224524882,1,1,-8.358180236,26.9326,-0.4816,2.1053,0.561968314,0.684466547,0.728301183,0.810087578,0.908644529,0.971271251,0.788681074,1.263910673,1.327893811,1.617630744,2.270350095,2.299454412,1.7794597579,1.4609917817,1.3730583217,1.234434433,1.1005403852,1.0295785024,1.2679396438,0.7911951543,0.7530722651,0.6181880529,0.4404607035,0.4348857689,1.251144306,1.0848733915,0.9746768487,0.6661290237,22,0.16315695,0.15636631,0.9583797074,197.1872,1593.139,898.9885,158736.8438,0.146,1.7321,1.43010417,0.02827889,-0.2567696,-0.8495019,1.3762,1.3762,1.3808,1.3835,1.4773,1.4773,1.485,1.4985,1.269955208,0.106552768,0.518205298,-1.193658456,0,38,22,17,19,0,96,0,0.395833333,0.229166667,0.177083333,0.197916667,0,1,1.1007,1.1099,1.1258,1.1258,1.4551,1.4639,1.4639,1.4654
C64-D2-5,D,D2,21.5,-53.1,-74.6,64,2098.3,1203.9,-0.2880304124,0.6923999126,1,2,-8.01846718,26.8668,-0.4858,2.1011,0.269000964,0.285576268,0.457471972,0.529715895,0.593692547,0.606378777,0,0.180314769,0.908722459,1.247951689,1.364472306,1.770566195,3.7174587969,3.5016915341,2.185926267,1.887804405,1.6843735113,1.6491342341,0,5.5458574223,1.1004460054,0.8013130707,0.7328840575,0.5647910837,0.6789322734,0.6713769272,0.8267467146,0.7224312458,22,0.16960538,0.15712683,0.9264259778,220.1179,1607.162,904.1878,159190.6731,0.1631,1.7438,1.42958333,0.02786604,-0.5630087,-0.7763302,1.3702,1.3702,1.3702,1.3702,1.4716,1.4716,1.4716,1.4716,1.27141875,0.104114047,0.509323665,-0.984832836,0,42,16,24,14,0,96,0,0.4375,0.166666667,0.25,0.145833333,0,1,1.115,1.115,1.1573,1.1573,1.4883,1.4883,1.4883,1.4883
C66-C2v-4348NZ,C,C2v,16.1,-5,-21.1,66,1020.2,307.3,-0.2526701567,0.3927223463,1,1,-8.181824964,26.8811,-0.4817,2.1008,0.317641221,0.474964615,0.594475672,0.659622385,0.758808105,0.777616093,1.116950482,1.335153124,1.366749108,1.509060358,2.273443946,2.404867134,3.1482060069,2.1054200006,1.6821546231,1.5160188962,1.3178562451,1.2859816161,0.8952948373,0.7489777629,0.731663181,0.6626640178,0.4398612958,0.4158233883,1.6001504884,1.2783398109,0.7021236873,0.6088453822,23,0.18338954,0.1632518,0.8901914471,208.2534,1595.762,900.951,158088.8852,0.1413,1.712,1.42948283,0.02671932,-0.415585,-0.7912584,1.3745,1.3745,1.3763,1.3763,1.4713,1.4713,1.4735,1.4735,1.269928283,0.101281708,0.493235224,-1.121432422,0,32,22,26,19,0,99,0,0.323232323,0.222222222,0.262626263,0.191919192,0,1,1.1286,1.1286,1.1286,1.1286,1.466,1.466,1.4781,1.4781
C66-Cs-4169-NZ,C,Cs,60.9,-24.8,-85.7,66,1811.1,914,-0.3661956649,0.5058381163,1,1,-7.954639554,26.8538,-0.4838,2.0996,0.078863207,0.342844939,0.387117279,0.387783326,0.495704799,0.624985341,0.580453299,0.935187057,1.018700377,1.32842433,1.918284462,1.960416994,12.6801843095,2.9167704879,2.5831964995,2.5787596654,2.0173296729,1.6000375279,1.7227914834,1.0693047904,0.9816429075,0.7527715184,0.521299119,0.5100955578,1.0071880929,0.7956430972,0.6691410168,0.540778174,23,0.18161856,0.16319585,0.8985637261,213.5552,1617.932,902.9519,159155.509,0.1609,1.7493,1.42955455,0.02795026,-0.5643621,-0.7661173,1.3712,1.373,1.373,1.3761,1.4711,1.4729,1.4729,1.477,1.271793939,0.105145746,0.543252103,-1.198527681,2,35,25,14,23,0,97,0.02020202,0.353535354,0.252525253,0.141414141,0.232323232,0,0.97979798,1.097,1.097,1.1201,1.1201,1.4475,1.4475,1.4481,1.4674
C68-C1-6322-NZ,C,C1,27.2,-11.4,-38.6,68,1207,500.9,-0.2774525556,0.4408386277,1,1,-8.108116507,26.922,-0.4806,2.103,0.241256322,0.367988534,0.426955971,0.516758676,0.653706593,0.81782131,0.785056018,1.000352084,1.365610942,1.726748396,2.060497272,2.224380566,4.1449691005,2.7174759744,2.3421618807,1.9351392564,1.5297382812,1.2227609965,1.2737944517,0.9996480399,0.7322729844,0.5791231672,0.4853197398,0.4495633595,1.347425024,1.1508956107,0.7776315722,0.666110649,24,0.1862549,0.16757692,0.8997181819,208.2289,1679.134,898.1801,159911.9015,0.1646,1.7617,1.43020588,0.0290847,-0.4016092,-0.6508554,1.3521,1.3636,1.3639,1.374,1.472,1.475,1.4755,1.4782,1.268993137,0.09414767,0.316531202,-0.488887658,2,26,35,31,7,1,100,0.019607843,0.254901961,0.343137255,0.303921569,0.068627451,0.009803922,0.980392157,1.0812,1.0967,1.1199,1.1205,1.467,1.4816,1.4905,1.5155
C68-C2-6328-NZ,C,C2,44.8,-25.5,-70.3,68,1744.3,916.3,-0.3226807558,0.5011966865,1,1,-7.94930932,26.8273,-0.4835,2.0974,0.15551997,0.244001557,0.410033033,0.472813414,0.580767267,0.603125943,0.755871097,0.773257806,1.12533949,1.159656278,1.844986234,2.089027444,6.4300423926,4.0983345037,2.438827898,2.1149992162,1.7218601268,1.6580284957,1.3229768991,1.2932297511,0.8886207308,0.8623244827,0.5420094641,0.4786916528,0.9329925062,0.8618449178,0.5980249281,0.5918708413,24,0.19010492,0.16813639,0.8844399714,216.3251,1608.026,903.2986,160377.094,0.1584,1.7431,1.42922157,0.02751995,-0.5110824,-0.9153368,1.3708,1.3708,1.3768,1.3768,1.4681,1.4681,1.4707,1.4707,1.271389216,0.098102059,0.527252724,-0.984122069,0,38,31,16,17,0,102,0,0.37254902,0.303921569,0.156862745,0.166666667,0,1,1.1091,1.1091,1.1503,1.1503,1.446,1.446,1.4895,1.4895
C68-D2-6330NZ,D,D2,10.7,-62.9,-73.6,68,1271.9,493.3,-0.2464352798,1.026558342,1,1,-8.288243243,27.031,-0.4769,2.1092,0.32815811,0.420165554,0.504565633,0.714807159,0.910842714,0.954637166,0.085824721,0.543432067,1.568650961,1.645385366,2.008659017,2.053698475,3.0473115536,2.380014236,1.9819027191,1.3989787139,1.0978843928,1.0475184034,11.651654539,1.8401564073,0.6374904455,0.6077603586,0.4978445777,0.4869263975,1.2173475285,1.0947320297,1.726743763,0.9645693732,24,0.18028258,0.16699978,0.9263223324,192.0836,1655.187,893.1184,159034.5475,0.1775,1.8054,1.4317098,0.03259883,-0.4852433,-0.4105833,1.356,1.356,1.356,1.356,1.4823,1.4823,1.4946,1.4946,1.268062745,0.105284634,0.421881432,-0.562110821,2,34,34,20,12,0,100,0.019607843,0.333333333,0.333333333,0.196078431,0.117647059,0,0.980392157,1.0874,1.0874,1.1293,1.1293,1.498,1.498,1.498,1.498
C68-S4-5572-NZ,S,S4,8.7,-88.2,-96.9,68,1411.6,709,-0.2340054177,1.4524879567,1,1,-8.323936353,27.1097,-0.4744,2.1103,0.459595328,0.459595328,0.748116317,0.753513981,0.954316917,0.954316917,0.095329842,0.095329842,1.312413277,1.312413277,1.628240202,1.628240202,2.1758271659,2.1758271659,1.336690535,1.327115389,1.0478699289,1.0478699289,10.4898946544,10.4898946544,0.7619551078,0.7619551078,0.6141599985,0.6141599985,0.8557282201,0.8557282201,1.243271041,1.243271041,24,0.17795118,0.16659276,0.9361711454,184.047,1583.845,893.1543,157311.0554,0.1451,1.7555,1.43155294,0.02907866,-0.4402109,-0.9480649,1.3743,1.3743,1.3743,1.3743,1.473,1.473,1.473,1.473,1.2661,0.08897284,0.215203725,-0.794916064,0,20,46,20,16,0,102,0,0.196078431,0.450980392,0.196078431,0.156862745,0,1,1.111,1.111,1.111,1.111,1.4225,1.4225,1.4225,1.4225
C68-S6-6263-NZ,S,S6,102.8,-18.8,-121.6,68,1581.2,885.7,-0.5213366792,0.4504477645,1,2,-8.033067622,26.9959,-0.481,2.109,0.052081184,0.053737169,0.246789902,0.580460498,0.634199372,0.635368668,0,0.71666562,1.075164795,1.655829698,1.656996763,1.658571279,19.2007923629,18.6090934563,4.0520296491,1.7227701169,1.5767912176,1.5738893817,0,1.3953508751,0.9300899775,0.6039268418,0.6035014807,0.6029285643,1.0663468377,1.0644671437,1.1252447098,0.6240772939,24,0.18026746,0.16701832,0.9265028752,202.7935,1615.095,895.1828,159234.3606,0.1574,1.7486,1.43075882,0.02894388,-0.0424297,-0.7142024,1.3724,1.3724,1.3725,1.3725,1.4814,1.4814,1.4815,1.4815,1.26562549,0.080024422,0.568334983,-0.382042579,0,30,36,24,12,0,102,0,0.294117647,0.352941176,0.235294118,0.117647059,0,1,1.135,1.135,1.1351,1.1351,1.4284,1.4284,1.4289,1.4289
C68-T-6332-NZ,T,T,-14.77,-11.5,3.27,68,1158.5,435,-0.2090423805,0.4022956903,1,3,-8.529193479,27.2052,-0.4729,2.1192,0.696501979,0.698120413,1.003415534,1.004235585,1.005071193,1.076641381,0,0,1.569980152,1.571343105,1.573033341,1.635824337,1.4357461,1.432417648,0.9965960922,0.9957822795,0.9949543942,0.928814383,0,0,0.6369507275,0.6363982486,0.635714434,0.6113125825,0.8837810437,0.8825187408,2.2933087178,2.2834344995,24,0.17806324,0.16587298,0.9315397159,191.3088,1561.895,888.779,154418.6086,0.1065,1.7263,1.43189902,0.02462454,-0.4249819,-1.041741,1.3877,1.3877,1.3878,1.3879,1.463,1.463,1.463,1.463,1.261397059,0.065134512,0.888243624,-0.666286988,0,17,61,24,0,0,102,0,0.166666667,0.598039216,0.235294118,0,0,1,1.1887,1.1887,1.1889,1.1889,1.3814,1.3814,1.3815,1.3816
C70-C1-8146-NZ,C,C1,-1.3,-15.8,-14.5,70,968,298.7,-0.2414471654,0.5607737484,1,1,-8.345404345,26.9309,-0.4774,2.104,0.213135102,0.681833522,0.782794987,0.854646525,0.938859753,0.96188963,0.299339877,0.80042346,1.549470852,1.784992835,1.976872227,2.191333894,4.69185972,1.466633669,1.2774736893,1.1700743767,1.0651218106,1.0396203149,3.3406842083,1.2493386938,0.6453816144,0.5602263384,0.5058495872,0.4563430533,1.9537542386,1.0198529449,1.6721292985,0.9098159,25,0.1942057,0.17250369,0.888252456,205.1839,1681.41,895.6422,160826.2339,0.1568,1.7609,1.43002952,0.02755641,-0.3698559,0.0418702,1.3571,1.3611,1.3655,1.3709,1.4696,1.4737,1.4884,1.4893,1.266965714,0.081176926,0.508868026,-0.541632952,0,20,52,24,9,0,105,0,0.19047619,0.495238095,0.228571429,0.085714286,0,1,1.1247,1.1304,1.1401,1.1427,1.4344,1.4422,1.4499,1.4577
C70-C2-8145-NZ,C,C2,36.4,-31.2,-67.6,70,1538,784.3,-0.3019968935,0.5939430381,1,1,-8.068424838,26.8974,-0.4797,2.1011,0.141314072,0.337187191,0.515311546,0.53192264,0.636286031,0.711415582,0.396017378,0.48348284,1.390727351,1.470363392,1.679501324,2.066295316,7.0764360962,2.9657117076,1.940573635,1.8799726216,1.5716202325,1.4056481546,2.5251417123,2.0683257342,0.7190482011,0.6801039834,0.5954148328,0.4839579281,1.080363869,0.8916731355,0.8472297525,0.7887786208,25,0.19418584,0.17251294,0.8883909352,212.1139,1629.887,898.0664,161142.2635,0.1641,1.7642,1.43002381,0.0292658,-0.2879606,-0.6946009,1.3673,1.3673,1.3702,1.3702,1.4786,1.4793,1.4844,1.4844,1.269407619,0.092742649,0.394661077,-0.751544439,0,31,34,30,10,0,105,0,0.295238095,0.323809524,0.285714286,0.095238095,0,1,1.1061,1.1061,1.1414,1.1414,1.4642,1.4642,1.4843,1.4843
C70-experim (D5h),D,D5h,59.4,-76.5,-135.9,70,2622.6,1673.6,-0.4521508712,1.0651510773,2,2,-7.6397199,25.7983,-0.4841,2.102,0,0.046777789,0.243224063,0.343155068,0.344791721,0.424094677,0,0.101195319,0.474742507,0.726899882,0.730514381,1.553297095,0,21.3776670804,4.1114353065,2.9141344344,2.9003016578,2.3579640449,0,9.8818800107,2.1064050201,1.3757052722,1.3688984447,0.6437918433,0.5965422438,0.5812676764,0.5950871978,0.5634452544,25,0.203325,0.17372691,0.854429657,205.8721,1427.636,864.5189,129871.0347,0.0098,1.6817,1.42796286,0.02408501,-0.6444907,-0.7245708,1.3822,1.3822,1.3823,1.3823,1.4673,1.4675,1.4675,1.4676,1.272786667,0.093161535,0.627192013,-1.121145404,0,55,10,20,20,0,105,0,0.523809524,0.095238095,0.19047619,0.19047619,0,1,1.1881,1.1882,1.1882,1.1882,1.4337,1.4337,1.4338,1.4338
C72-C2v-11188-NZ,C,C2v,-11.1,-32,-20.9,72,1459.2,677.7,-0.2187070268,0.6654095101,1,1,-8.330184741,26.7798,-0.48,2.0939,0.619900005,0.670700015,0.867200011,0.974099992,0.998500006,1.029400003,0.336799993,0.433999986,1.028899993,1.089699997,1.386199983,1.929599995,1.6131634004,1.4909795402,1.1531365167,1.0265886544,1.0015022474,0.9714396708,2.9691212019,2.3041475398,0.971911757,0.9176837687,0.7213966327,0.5182421241,0.7706535112,0.7416196892,0.9857072517,0.899523264,26,0.21126512,0.17841862,0.8445247374,208.7221,1594.798,905.2516,162334.6868,0.1273,1.7014,1.4281213,0.0231074,-0.5180747,-0.1081355,1.3791,1.3791,1.3791,1.3791,1.4728,1.4728,1.4728,1.4728,1.270722222,0.083048486,0.741078054,-0.601529405,0,25,49,18,16,0,108,0,0.231481481,0.453703704,0.166666667,0.148148148,0,1,1.1729,1.1729,1.1729,1.1729,1.4372,1.4372,1.4372,1.4372
C72-D6d,D,D6d,22.17,-56.39,-78.56,72,2326.8,1376.5,-0.2860743462,0.889276186,2,1,-7.882114372,25.8237,-0.4822,2.1011,0,0.207587199,0.441504143,0.442111608,0.50262696,0.503225761,0.239562369,0.23983626,0.826697053,0.827219353,1.327697296,1.696671368,0,4.8172527247,2.2649844081,2.2618723008,1.9895470788,1.9871796667,4.1742783066,4.1695113158,1.2096329561,1.208869203,0.7531837287,0.5893893295,0.7255584959,0.6312783795,0.6187879993,0.6186831446,26,0.20399338,0.17845223,0.8747942213,200.4278,1479.855,864.171,130428.2341,0.0338,1.7238,1.42892222,0.02847397,-0.9118234,-0.4169544,1.3707,1.3707,1.3707,1.3708,1.4627,1.4627,1.4627,1.4627,1.273821296,0.102725154,0.690870695,-1.416026277,0,24,48,12,24,0,108,0,0.222222222,0.444444444,0.111111111,0.222222222,0,1,1.1825,1.1825,1.1825,1.1826,1.432,1.432,1.4321,1.4321
C74-C1-14232-NZ,C,C1,22.3,-1.5,-23.8,74,887.8,263.3,-0.1555313449,1.035032462,1,1,-9.824354613,26.9234,-0.4746,2.1019,0.610599997,1.044100001,1.582799981,1.846099983,1.965799981,2.155699992,0.266400004,0.444299985,0.588199993,0.642299982,0.721499997,0.744899992,1.6377333851,0.9577626655,0.631791769,0.5416824707,0.5086987535,0.4638864423,3.7537536974,2.2507315637,1.7001020264,1.5569049167,1.3860013918,1.3424620899,1.1442956899,0.7648768542,1.8878610392,1.4132278423,27,0.20794747,0.18217665,0.8760705288,197.7291,1690.333,893.1626,163111.2608,0.1723,1.7897,1.43057568,0.03123827,-0.4091134,-0.2895642,1.3472,1.3576,1.3659,1.3665,1.4814,1.4826,1.4845,1.4968,1.267958559,0.093137572,0.245373302,-0.514570082,2,27,43,30,8,1,109,0.018018018,0.243243243,0.387387387,0.27027027,0.072072072,0.009009009,0.981981982,1.0738,1.0812,1.1029,1.1063,1.4294,1.4751,1.4786,1.501
C74-C2-14237-NZ,C,C2,7.7,-25.5,-33.2,74,1364.1,581,-0.2753262925,0.6629429243,1,1,-8.254295283,26.844,-0.4762,2.0968,0.118400002,0.552100009,0.627999991,0.751500005,0.911699987,1.033800002,0.2588,0.492500001,1.311500023,1.443200025,1.693900012,2.025200013,8.4459458033,1.8112660455,1.5923567107,1.3306719805,1.0968520503,0.9673050862,3.8639876352,2.0304568487,0.76248569,0.6929046443,0.5903536176,0.4937783891,1.4297969647,0.8825346325,1.1907597047,0.9315323699,27,0.21398822,0.18276104,0.8540705652,193.2426,1643.74,900.5457,163162.7298,0.1405,1.736,1.4291009,0.02631028,-0.4503586,-0.2487219,1.3603,1.3603,1.365,1.365,1.472,1.472,1.4723,1.4723,1.26963964,0.085622088,0.406401528,-0.265377583,0,26,47,32,4,2,111,0,0.234234234,0.423423423,0.288288288,0.036036036,0.018018018,1,1.1102,1.1102,1.139,1.139,1.4378,1.4378,1.5062,1.5062
C74-Cs-14240-NZ,C,Cs,-11.4,-16.2,-4.8,74,1133.1,389.5,-0.2057143729,0.4538475897,1,2,-8.504742572,26.8233,-0.4769,2.0965,0.510699982,0.768099984,1.085799979,1.153699977,1.251399979,1.256399989,0,0.779500003,0.935699993,1.420500015,1.729600016,1.88360002,1.958096799,1.3019138404,0.9209799404,0.8667764756,0.7991050158,0.7959248717,0,1.282873632,1.0687186144,0.7039774653,0.5781683573,0.5308982743,1.1108642746,0.8638562663,2.5568908077,0.855431991,27,0.2166294,0.18282721,0.843963054,208.1274,1690.755,900.0158,163476.5933,0.1479,1.738,1.42907748,0.02735103,-0.3237856,-0.1540305,1.3502,1.3532,1.3694,1.38,1.4746,1.4746,1.4746,1.4746,1.270051351,0.089638146,0.391769085,-0.662566856,1,26,41,31,11,1,110,0.009009009,0.234234234,0.369369369,0.279279279,0.099099099,0.009009009,0.990990991,1.0962,1.1265,1.1265,1.1335,1.4365,1.4365,1.4645,1.5283
C76-C1-19131-NZ,C,C1,5,-19.4,-24.4,76,1100.9,451.9,-0.2277249255,0.5221051255,1,1,-8.332564306,26.8765,-0.4746,2.0963,0.420477103,0.599446248,0.67643075,0.819699868,0.926899684,0.989201918,0.581934526,0.862330098,1.107539939,1.366841104,1.686734794,2.031615743,2.3782507843,1.6682062876,1.4783479314,1.2199587179,1.0788654018,1.0109159534,1.7184063762,1.1596487265,0.9029019765,0.731613936,0.5928614288,0.4922190643,1.1462932676,0.9511614294,0.9672727838,0.7609017641,28,0.21464977,0.18763174,0.8741297044,183.7786,1641.873,899.0457,163256.1106,0.1445,1.7574,1.42934474,0.02642742,-0.5448183,-0.5619454,1.3588,1.3645,1.3683,1.3761,1.4658,1.4662,1.4664,1.4767,1.269520175,0.083580171,0.534744441,-0.31017911,1,29,48,26,9,1,113,0.00877193,0.254385965,0.421052632,0.228070175,0.078947368,0.00877193,0.99122807,1.0964,1.1446,1.1499,1.1538,1.4503,1.4524,1.4592,1.5024
C76-C2-19147-NZ,C,C2,14,-13.4,-27.4,76,944.4,307.9,-0.2465752044,0.4978793548,1,1,-8.4207497,26.7789,-0.4763,2.0929,0.128965317,0.932460701,1.104534201,1.179596121,1.225629992,1.248058065,0.723845813,0.74097972,1.275069467,1.393897655,1.627826481,2.091234469,7.7540227347,1.0724312552,0.9053590184,0.847747786,0.8159069267,0.8012447722,1.3815096835,1.3495646008,0.7842709953,0.7174127859,0.6143160906,0.4781864563,2.2890349979,0.8062170941,0.9692309747,0.9533981647,28,0.22556713,0.18802516,0.8335663091,206.7371,1668.475,900.9651,164247.5588,0.1439,1.7351,1.42869386,0.02666575,-0.2590692,-0.3574693,1.3602,1.3602,1.3758,1.3758,1.4738,1.474,1.474,1.485,1.270620175,0.088301478,0.531594716,-0.999665214,0,25,43,30,16,0,114,0,0.219298246,0.377192982,0.263157895,0.140350877,0,1,1.1369,1.1369,1.1516,1.1516,1.4482,1.4482,1.4487,1.4487
C76-C3V-19144-NZ,C,C3v,31.3,6.6,-24.7,76,813.1,140.9,-0.3176559192,0.4253526646,1,1,-8.332539899,26.8549,-0.4744,2.0961,0.060326293,0.604205768,0.651630235,1.030355013,1.05581603,1.156293196,0.957114256,1.261627769,1.298359301,1.651895923,1.975317952,2.419877221,16.5765199595,1.6550652989,1.5346126473,0.9705392679,0.9471347011,0.8648325558,1.0448073401,0.7926268148,0.7702028238,0.6053650149,0.506247614,0.4132441065,4.9695295038,1.3420913419,0.9107349878,0.7129983606,28,0.21803171,0.18754324,0.8601649733,193.2912,1741.472,893.951,164906.8832,0.1898,1.8451,1.43005526,0.03137345,-0.7414643,0.47146244,1.3397,1.3398,1.3455,1.3681,1.4782,1.4789,1.4953,1.4954,1.270404386,0.096559581,0.402297823,-0.547444913,4,17,56,25,12,0,110,0.035087719,0.149122807,0.49122807,0.219298246,0.105263158,0,0.964912281,1.0806,1.081,1.0858,1.0868,1.457,1.4579,1.4842,1.4845
C76-D2-2,D,D2,17,-67.29,-84.29,76,1855.2,1038.9,-0.2550509778,1.0975012795,1,1,-8.186783968,26.7065,-0.479,2.0877,0.190099776,0.500887758,0.751025274,0.821787447,0.942610814,1.014533054,0.13329484,0.197010612,0.894455189,0.95949288,1.000286995,1.661889178,5.2603954673,1.9964552617,1.3315131123,1.2168596681,1.0608832247,0.9856751301,7.5021658753,5.075868705,1.1179989923,1.0422172179,0.9997130873,0.6017248402,0.8136697984,0.6494401549,0.8531004965,0.8091200045,28,0.23713529,0.19245012,0.8115625473,195.246,1606.407,904.8763,164735.9299,0.141,1.7299,1.42807632,0.02582762,-0.5231408,-0.766974,1.3754,1.3754,1.3754,1.3754,1.4678,1.4679,1.4679,1.468,1.273411404,0.094970094,0.579441769,-1.146890451,0,44,24,28,18,0,114,0,0.385964912,0.210526316,0.245614035,0.157894737,0,1,1.1648,1.1649,1.165,1.1651,1.4478,1.4481,1.4482,1.4484
C76-S4-19095-NZ,S,S4,16.3,-16.1,-32.4,76,1288.9,519.9,-0.245552353,0.4381577651,1,2,-8.289782495,26.8818,-0.4727,2.0976,0.34955394,0.34955394,0.568471082,0.579026241,0.777189296,1.162100746,0,0.785151882,1.198089134,1.748929945,1.748929945,1.914082818,2.8607888099,2.8607888099,1.7591044323,1.7270374453,1.2866878187,0.8605105912,0,1.2736389263,0.8346624401,0.5717781909,0.5717781909,0.5224434338,1.1501471832,1.1501471832,1.9234468167,0.7662530615,28,0.2181011,0.18749213,0.8596569664,197.7868,1618.624,897.7777,162385.2277,0.1478,1.7462,1.42991754,0.02941864,-0.0714007,-0.9141806,1.3787,1.3787,1.3787,1.3787,1.4773,1.4773,1.4773,1.4773,1.270578947,0.099338543,0.355791922,-1.035919689,0,28,40,30,16,0,114,0,0.245614035,0.350877193,0.263157895,0.140350877,0,1,1.1179,1.1179,1.1179,1.1179,1.4535,1.4535,1.4535,1.4535
C78-C2v-3,C,C2v,17.09,-55.28,-72.37,78,1545.1,750.8,-0.2526773801,0.9535926577,1,1,-8.263278595,26.6856,-0.4771,2.0871,0.168175547,0.439798392,0.783865902,1.043454766,1.068364204,1.077722551,0.112355063,0.539352546,0.940684566,1.303130581,1.351644365,1.62464,5.9461676673,2.2737691137,1.275728409,0.9583549116,0.9360103944,0.9278825975,8.900355474,1.854074867,1.0630556046,0.7673828046,0.7398395805,0.615520977,1.0881682361,0.8399137835,1.1585403862,0.7751021405,29,0.24578002,0.1959901,0.7974207993,209.3399,1662.448,907.013,164910.9652,0.1358,1.7136,1.42779145,0.02481669,-0.5540187,-0.1292281,1.365,1.365,1.3662,1.3765,1.4673,1.4673,1.4686,1.4686,1.273088889,0.092475401,0.430656164,-1.05107098,0,38,34,29,16,0,117,0,0.324786325,0.290598291,0.247863248,0.136752137,0,1,1.1345,1.1346,1.1444,1.1444,1.4373,1.4373,1.4713,1.4714
C78-D3-1,D,D3,3.7,-37.8,-41.5,78,1505.2,712.9,-0.223200561,0.657907527,1,1,-8.309365436,26.6871,-0.4774,2.0861,0.564045135,0.564430274,0.677785019,0.680632156,1.073591373,1.074392146,0.413953412,0.416119361,1.132064952,1.135443598,1.309227236,1.795710877,1.7729077656,1.771698022,1.4753940733,1.4692223857,0.9314530883,0.9307588516,2.4157307828,2.403156627,0.8833415417,0.880713055,0.7638093468,0.5568825209,0.7831190022,0.7828828772,0.8874268732,0.8857244034,29,0.24290984,0.1958912,0.8064358364,153.2677,1615.342,895.1587,169863.025,0.1354,1.759,1.42813761,0.02707764,-0.4668476,-0.8836336,1.3731,1.3731,1.3731,1.3732,1.4658,1.4666,1.4666,1.4667,1.27378547,0.096696627,0.528310886,-1.166776778,0,39,30,30,18,0,117,0,0.333333333,0.256410256,0.256410256,0.153846154,0,1,1.1605,1.1606,1.1607,1.1609,1.4594,1.4595,1.4597,1.4598
