Name,Symmetry (generic),Symmetry (specific),HOMO ren (output),LUMO ren (output),Gap ren (output),Nat,Gap_B3LYP,Gap_PBE,avgoccupied(eV-1),avgempty(eV-1),deg HOMO,deg LUMO,ElecEigvalMean,ElecEigvalVariance,ElecEigvalSkewness,ElecEigvalKurtosis,HOMO-(HOMO-1),HOMO-(HOMO-2),HOMO-(HOMO-3),HOMO-(HOMO-4),HOMO-(HOMO-5),HOMO-(HOMO-6),(LUMO+1)-LUMO,(LUMO+2)-LUMO,(LUMO+3)-LUMO,(LUMO+4)-LUMO,(LUMO+5)-LUMO,(LUMO+6)-LUMO,inv(HOMO-(HOMO-1)),inv(HOMO-(HOMO-2)),inv(HOMO-(HOMO-3)),inv(HOMO-(HOMO-4)),inv(HOMO-(HOMO-5)),inv(HOMO-(HOMO-6)),inv((LUMO+1)-LUMO),inv((LUMO+2)-LUMO),inv((LUMO+3)-LUMO),inv((LUMO+4)-LUMO),inv((LUMO+5)-LUMO),inv((LUMO+6)-LUMO),inv(LUMO-(HOMO-1)),inv(LUMO-(HOMO-2)),inv((LUMO+1)-HOMO),inv((LUMO+2)-HOMO),num hexagons,Volume,Area,Area/volume ratio,1stPhFreq,LastPhFreq,PhFreqMean,PhFreqVariance,PhFreqSkewness,PhFreqKurtosis,bond_length_angstrom_average,bond_length_angstrom_standard_deviation,bond_length_skewness,bond_length_excess_Kurtosis,bond_length_1st_lowest_value,bond_length_2nd_lowest_value,bond_length_3rd_lowest_value,bond_length_4th_lowest_value,bond_length_4th_highest_value,bond_length_3rd_highest_value,bond_length_2nd_highest_value,bond_length_1st_highest_value,Mayer_bond_order_average,Mayer_bond_order_standard_deviation,Mayer_bond_order_skewness,Mayer_bond_order_excess_Kurtosis,Mayer_bond_order_1st_lowest_value,Mayer_bond_order_2nd_lowest_value,Mayer_bond_order_3rd_lowest_value,Mayer_bond_order_4th_lowest_value,Mayer_bond_order_4th_highest_value,Mayer_bond_order_3rd_highest_value,Mayer_bond_order_2nd_highest_value,Mayer_bond_order_1st_highest_value,average_GJ_bond_order,standard_deviation_GJ_bond_order,skewness_GJ_bond_order,excess_Kurtosis_GJ_bond_order,GJ_Nbond_with_order_till_1p1_eq_nonhybridized,GJ_Nbond_with_order_till_1p2,GJ_Nbond_with_order_till_1p3,GJ_Nbond_with_order_till_1p4,GJ_Nbond_with_order_till_1p5,GJ_Nbond_with_order_over_1p5,GJ_Nbond_hybridized,GJ_ratio_bonds_with_order_till_1p1_eq_nonhybridized,GJ_ratio_bonds_with_order_till_1p2,GJ_ratio_bonds_with_order_till_1p3,GJ_ratio_bonds_with_order_till_1p4,GJ_ratio_bonds_with_order_till_1p5,GJ_ratio_bonds_with_order_over_1p5,GJ_ratio_bonds_hybridized,1st_lowest_value_GJ_bond_order,2nd_lowest_value_GJ_bond_order,3rd_lowest_value_GJ_bond_order,4th_lowest_value_GJ_bond_order,4th_highest_value_GJ_bond_order,3rd_highest_value_GJ_bond_order,2nd_highest_value_GJ_bond_order,1st_highest_value_GJ_bond_order,bond_length_1st_highest_value,average_NM1_bond_order,standard_deviation_NM1_bond_order,skewness_NM1_bond_order,excess_Kurtosis_NM1_bond_order,NM1_Nbond_with_order_till_1p1_eq_nonhybridized,NM1_Nbond_with_order_till_1p2,NM1_Nbond_with_order_till_1p3,NM1_Nbond_with_order_till_1p4,NM1_Nbond_with_order_till_1p5,NM1_Nbond_with_order_over_1p5,NM1_Nbond_hybridized,NM1_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM1_ratio_bonds_with_order_till_1p2,NM1_ratio_bonds_with_order_till_1p3,NM1_ratio_bonds_with_order_till_1p4,NM1_ratio_bonds_with_order_till_1p5,NM1_ratio_bonds_with_order_over_1p5,NM1_ratio_bonds_hybridized,1st_lowest_value_NM1_bond_order,2nd_lowest_value_NM1_bond_order,3rd_lowest_value_NM1_bond_order,4th_lowest_value_NM1_bond_order,4th_highest_value_NM1_bond_order,3rd_highest_value_NM1_bond_order,2nd_highest_value_NM1_bond_order,1st_highest_value_NM1_bond_order,bond_length_1st_highest_value,average_NM2_bond_order,standard_deviation_NM2_bond_order,skewness_NM2_bond_order,excess_Kurtosis_NM2_bond_order,NM2_Nbond_with_order_till_1p1_eq_nonhybridized,NM2_Nbond_with_order_till_1p2,NM2_Nbond_with_order_till_1p3,NM2_Nbond_with_order_till_1p4,NM2_Nbond_with_order_till_1p5,NM2_Nbond_with_order_over_1p5,NM2_Nbond_hybridized,NM2_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM2_ratio_bonds_with_order_till_1p2,NM2_ratio_bonds_with_order_till_1p3,NM2_ratio_bonds_with_order_till_1p4,NM2_ratio_bonds_with_order_till_1p5,NM2_ratio_bonds_with_order_over_1p5,NM2_ratio_bonds_hybridized,1st_lowest_value_NM2_bond_order,2nd_lowest_value_NM2_bond_order,3rd_lowest_value_NM2_bond_order,4th_lowest_value_NM2_bond_order,4th_highest_value_NM2_bond_order,3rd_highest_value_NM2_bond_order,2nd_highest_value_NM2_bond_order,1st_highest_value_NM2_bond_order,average_NM3_bond_order,standard_deviation_NM3_bond_order,skewness_NM3_bond_order,excess_Kurtosis_NM3_bond_order,Nbond_with_order_till_1p1_eq_nonhybridized,NM3_Nbond_with_order_till_1p2,NM3_Nbond_with_order_till_1p3,NM3_Nbond_with_order_till_1p4,NM3_Nbond_with_order_till_1p5,NM3_Nbond_with_order_over_1p5,NM3_Nbond_hybridized,NM3_ratio_bonds_with_order_till_1p1_eq_nonhybridized,NM3_ratio_bonds_with_order_till_1p2,NM3_ratio_bonds_with_order_till_1p3,NM3_ratio_bonds_with_order_till_1p4,NM3_ratio_bonds_with_order_till_1p5,NM3_ratio_bonds_with_order_over_1p5,NM3_ratio_bonds_hybridized,1st_lowest_value_NM3_bond_order,2nd_lowest_value_NM3_bond_order,3rd_lowest_value_NM3_bond_order,4th_lowest_value_NM3_bond_order,4th_highest_value_NM3_bond_order,3rd_highest_value_NM3_bond_order,2nd_highest_value_NM3_bond_order,1st_highest_value_NM3_bond_order
C86-C2v-10,C,C2v,-2,-16.4,-14.4,86,1017.1,357.1,-0.2174884294,0.5820467898,1,1,-8.415062106,26.6413,-0.4728,2.0828,0.430439598,0.558554093,0.729372994,0.857964633,0.879637244,1.017603117,0.358842762,0.898136745,1.069989552,1.54735357,1.673979492,1.870280979,2.3232063329,1.790336894,1.3710406174,1.1655492098,1.1368322645,0.9827013924,2.7867358796,1.1134161981,0.934588565,0.646264706,0.5973788835,0.5346790195,1.2697774214,1.0921154699,1.3967597035,0.7966624655,33,0.28615678,0.21694147,0.7581210202,186.6138,1698.804,902.0853,169346.9973,0.1537,1.7761,1.42770078,0.0261104,-0.7932599,0.6727412,1.3573,1.3574,1.359,1.3591,1.4696,1.4697,1.4697,1.4767,1.2381015504,0.0803964122,0.5619526488,-0.7524774625,1.1067,1.1068,1.107,1.1071,1.3851,1.3852,1.428,1.4282,1.2305348837,0.0813121296,0.5264782866,-0.7094325202,4,59,40,24,2,0,125,0.0310077519,0.4573643411,0.3100775194,0.1860465116,0.015503876,0,0.9689922481,1.0956,1.0957,1.0958,1.0958,1.3832,1.3833,1.4244,1.4247,1.4767,1.2728511628,0.0842010423,0.5355179633,-0.6867157185,0,19,68,28,14,0,129,0,0.1472868217,0.5271317829,0.2170542636,0.1085271318,0,1,1.1342,1.1342,1.1343,1.1344,1.4313,1.4314,1.4749,1.4751,1.4767,1.2728434109,0.0841710061,0.53492159,-0.6898086783,0,19,68,28,14,0,129,0,0.1472868217,0.5271317829,0.2170542636,0.1085271318,0,1,1.1343,1.1344,1.1345,1.1346,1.4313,1.4314,1.4743,1.4746,1.272848062,0.084129747,0.492766545,-0.753939721,0,19,68,28,14,0,129,0,0.147286822,0.527131783,0.217054264,0.108527132,0,1,1.1332,1.1333,1.1334,1.1335,1.4301,1.4301,1.4676,1.4679
C86-D3-19,D,D3,9.12,-37.3,-46.42,86,964.3,360.9,-0.2580957282,0.9414801201,1,1,-8.357852963,26.6623,-0.4693,2.0851,0.205048932,0.207798995,0.466283507,0.775303768,0.776755145,1.032793349,0.171801483,0.172306972,1.661672454,1.662145638,1.714224307,1.962575909,4.8768847038,4.8123428123,2.1446179952,1.2898170256,1.2874069859,0.9682479084,5.8206715247,5.8035956897,0.6018033203,0.6016319973,0.5833542296,0.5095344315,1.7669438768,1.75839945,1.8772239836,1.8754443443,33,0.28741197,0.21700795,0.755041448,186.016,1650.841,901.8897,167109.8907,0.1242,1.722,1.42759535,0.02342391,-0.4902778,0.90705932,1.3623,1.3624,1.3624,1.3624,1.4578,1.4791,1.4791,1.4792,1.2365465116,0.0708326394,0.2061171117,-0.1786497584,1.1173,1.1174,1.1174,1.1175,1.4102,1.4102,1.4102,1.4104,1.2288984496,0.0733746043,0.2063952197,-0.260263079,0,45,66,12,6,0,129,0,0.3488372093,0.511627907,0.0930232558,0.0465116279,0,1,1.1092,1.1094,1.1094,1.1094,1.4074,1.4075,1.4077,1.4077,1.4792,1.271272093,0.0760604044,0.2075697245,-0.2459317799,0,33,48,42,6,0,129,0,0.2558139535,0.3720930233,0.3255813953,0.0465116279,0,1,1.1488,1.1489,1.149,1.1491,1.4568,1.4569,1.4571,1.4571,1.4792,1.2712860465,0.0759789575,0.2046305826,-0.2540008503,0,33,48,42,6,0,129,0,0.2558139535,0.3720930233,0.3255813953,0.0465116279,0,1,1.1489,1.1491,1.1492,1.1492,1.4564,1.4564,1.4566,1.4566,1.271262791,0.075935199,0.130771743,-0.409371883,0,33,48,42,6,0,129,0,0.255813953,0.372093023,0.325581395,0.046511628,0,1,1.1494,1.1494,1.1495,1.1495,1.4503,1.4503,1.4505,1.4506
C88-C1-81729-NZ,C,C1,31.48,-7.6,-39.08,88,927.6,268.7,-0.2877746194,0.5568691308,1,1,-8.260156863,26.6586,-0.4689,2.0835,0.156244113,0.169440876,0.292751071,0.664181477,0.737936174,0.867209509,0.304774934,1.078366354,1.222995073,1.86322933,2.053252716,2.186388769,6.4002411406,5.9017636335,3.4158713633,1.5056125993,1.3551307487,1.1531238872,3.2811097254,0.9273286358,0.8176647822,0.5367025861,0.4870321087,0.4573751998,2.3532506262,2.2823709331,1.7437553775,0.7423539286,34,0.28351119,0.21841949,0.7704087094,177.6721,1679.084,900.6683,169193.5757,0.1254,1.7272,1.42755455,0.02453242,-0.4749562,0.39360163,1.3567,1.3583,1.3598,1.3599,1.4705,1.4709,1.4711,1.4736,1.2374598485,0.0795083547,0.500155354,-0.4861068083,1.103,1.1172,1.1201,1.1246,1.4145,1.4266,1.4299,1.4438,1.2296462121,0.0810097978,0.4874587821,-0.4654673122,1,49,52,26,4,0,131,0.0075757576,0.3712121212,0.3939393939,0.196969697,0.0303030303,0,0.9924242424,1.0923,1.1083,1.1106,1.1114,1.4117,1.4272,1.4273,1.4415,1.4736,1.2721363636,0.0839201002,0.4730796476,-0.4655130422,0,35,56,30,11,0,132,0,0.2651515152,0.4242424242,0.2272727273,0.0833333333,0,1,1.1287,1.1448,1.148,1.1494,1.4623,1.4758,1.4774,1.4919,1.4736,1.272130303,0.0838930415,0.4715942711,-0.4693659898,0,35,56,30,11,0,132,0,0.2651515152,0.4242424242,0.2272727273,0.0833333333,0,1,1.1284,1.1446,1.1481,1.1494,1.4621,1.4755,1.477,1.4914,1.272137879,0.083832649,0.420586943,-0.553735166,0,35,55,31,11,0,132,0,0.265151515,0.416666667,0.234848485,0.083333333,0,1,1.1241,1.1411,1.1456,1.1468,1.4568,1.4711,1.4711,1.485
C88-C2-81730-NZ,C,C2,10.6,0.3,-10.3,88,632.4,90.8,-0.2381118199,0.4485022833,1,1,-8.379497291,26.6544,-0.4698,2.0828,0.246603071,0.305710215,0.801465014,0.820935291,0.839032142,0.96549591,0.794027898,1.104509864,1.352272235,1.619136529,2.182643645,2.207962496,4.0550995409,3.2710715931,1.2477150999,1.2181228057,1.1918494536,1.0357371685,1.2594015935,0.9053789673,0.7394960675,0.6176131426,0.4581599943,0.4529062436,2.9638141616,2.5220031217,1.1301632806,0.8366031521,34,0.28252022,0.21837527,0.7729544809,157.7484,1665.182,901.2085,169154.5624,0.1252,1.7393,1.42748182,0.02447633,-0.3374061,-0.0536316,1.3622,1.3622,1.3748,1.3748,1.4707,1.4707,1.4768,1.4768,1.2372310606,0.0765246466,0.6173531727,-0.7137506739,1.1121,1.1121,1.1281,1.1281,1.3956,1.3956,1.402,1.402,1.2293575758,0.0775147182,0.6246431457,-0.7046621417,2,64,40,26,0,0,130,0.0151515152,0.4848484848,0.303030303,0.196969697,0,0,0.9848484848,1.0979,1.0979,1.1205,1.1205,1.3863,1.3863,1.3999,1.3999,1.4768,1.271794697,0.0802897662,0.603336428,-0.7363998522,0,26,62,30,14,0,132,0,0.196969697,0.4696969697,0.2272727273,0.1060606061,0,1,1.135,1.135,1.1568,1.1568,1.4316,1.4316,1.445,1.445,1.4768,1.2717924242,0.0802840588,0.6032279438,-0.7376892197,0,26,62,30,14,0,132,0,0.196969697,0.4696969697,0.2272727273,0.1060606061,0,1,1.1351,1.1351,1.1569,1.1569,1.4316,1.4316,1.4448,1.4448,1.2718,0.080269336,0.572546101,-0.771818796,0,28,60,30,14,0,132,0,0.212121212,0.454545455,0.227272727,0.106060606,0,1,1.134,1.134,1.1558,1.1558,1.4299,1.4299,1.4401,1.4401
C88-T-81737-NZ,T,T,-25.9,-14.31,11.59,88,725.9,111.2,-0.1898339191,0.4706747994,1,2,-8.711639142,26.6615,-0.4694,2.0842,0.655789927,0.930647814,1.021560873,1.031610457,1.267679289,1.272937,0,0.759985675,0.85611286,1.731735004,1.740545662,1.787967711,1.5248785607,1.0745203341,0.9788941868,0.969358146,0.7888430526,0.7855848326,0,1.3158142751,1.1680702939,0.5774555562,0.574532471,0.5592942165,1.3037980876,0.9598330836,8.5856238211,1.147860931,34,0.28145837,0.21834723,0.7757709604,171.0565,1616.54,900.3077,168584.4265,0.1279,1.7331,1.42765076,0.02489864,-0.4553258,-0.4952857,1.3694,1.3694,1.3695,1.3696,1.4631,1.4633,1.4635,1.4635,1.2376113636,0.0765076018,0.4872602826,-0.0463225371,1.1209,1.1212,1.1212,1.1212,1.4301,1.4302,1.4303,1.4303,1.2296409091,0.0788024072,0.5022312374,-0.0408511616,0,52,65,7,8,0,132,0,0.3939393939,0.4924242424,0.053030303,0.0606060606,0,1,1.1096,1.1096,1.1097,1.1097,1.428,1.4281,1.4281,1.4286,1.4635,1.2719643939,0.0815951788,0.4880370501,-0.0800659866,0,32,36,56,8,0,132,0,0.2424242424,0.2727272727,0.4242424242,0.0606060606,0,1,1.1472,1.1473,1.1474,1.1475,1.476,1.4761,1.4762,1.4766,1.4635,1.2719462121,0.0815490143,0.4862494956,-0.0833233621,0,32,36,56,8,0,132,0,0.2424242424,0.2727272727,0.4242424242,0.0606060606,0,1,1.147,1.1471,1.1472,1.1473,1.4757,1.4758,1.4759,1.4763,1.271956818,0.081502119,0.42591308,-0.216024831,0,32,36,56,8,0,132,0,0.242424242,0.272727273,0.424242424,0.060606061,0,1,1.1436,1.1437,1.1437,1.1438,1.4708,1.4709,1.4709,1.4714
C90-C1-38,C,C1,61.2,-9.1,-70.3,90,1156.2,429.1,-0.3474759477,0.5022073119,1,1,-8.152332163,26.6392,-0.4699,2.0811,0.057934631,0.271658663,0.377022458,0.385445522,0.536717333,0.716303244,0.535998621,1.052965031,1.173724603,1.549984267,2.024134148,2.185010935,17.2608331621,3.681090045,2.6523618919,2.5944003573,1.8631781359,1.3960567796,1.8656764417,0.9496991548,0.8519886159,0.645167839,0.494038402,0.4576636135,2.0532420825,1.427024813,1.0361635363,0.6747342249,35,0.30613691,0.2275933,0.7434363272,178.9625,1696.997,902.1507,170263.9593,0.1359,1.7479,1.4275563,0.0257002,-0.5970243,0.39056406,1.3535,1.3539,1.3593,1.3598,1.4676,1.4694,1.4738,1.4778,1.2388340741,0.0828571615,0.4274764734,-0.8889631313,1.1076,1.112,1.1225,1.1287,1.4026,1.4093,1.4374,1.4448,1.2307496296,0.0837353351,0.4156626631,-0.8089951465,2,55,44,30,4,0,133,0.0148148148,0.4074074074,0.3259259259,0.2222222222,0.0296296296,0,0.9851851852,1.0941,1.0942,1.1064,1.1119,1.4002,1.4051,1.4347,1.4422,1.4778,1.2733318519,0.0867201259,0.41443808,-0.7931640811,0,37,50,36,12,0,135,0,0.2740740741,0.3703703704,0.2666666667,0.0888888889,0,1,1.1315,1.1322,1.1441,1.1461,1.4476,1.4575,1.4844,1.4931,1.4778,1.2733385185,0.0866776959,0.4129495483,-0.7968748264,0,37,50,36,12,0,135,0,0.2740740741,0.3703703704,0.2666666667,0.0888888889,0,1,1.1314,1.1323,1.144,1.1462,1.4475,1.4574,1.4837,1.4926,1.273333333,0.086628303,0.373112313,-0.860444777,0,37,50,36,12,0,135,0,0.274074074,0.37037037,0.266666667,0.088888889,0,1,1.1277,1.1291,1.1423,1.1448,1.4449,1.455,1.4764,1.4858
C90-C1-experimental,C,C1,84,-0.6,-84.6,90,987.7,279.3,-0.428146801,0.4659938658,1,1,-7.997771171,25.7365,-0.4682,2.0938,0.039153011,0.166207543,0.273799609,0.319841547,0.41273838,0.533791075,0.565445351,1.174332122,1.362621572,1.859067558,2.24188071,2.263320565,25.5408198363,6.0165741094,3.6523061653,3.1265481592,2.4228422857,1.8733921319,1.7685175026,0.8515478554,0.7338794722,0.5379040669,0.4460540632,0.4418287075,3.1401807031,2.2446309063,1.1837886989,0.6879319636,35,0.30613691,0.2275933,0.7434363272,181.1715,1498.756,857.181,135143.4034,0.0024,1.705,1.42743481,0.02454979,-0.346443,0.51911102,1.3535,1.3536,1.3631,1.3653,1.4716,1.4717,1.4791,1.4793,1.2380592593,0.0803416467,0.2723530395,-0.7877774136,1.1178,1.1181,1.1225,1.1231,1.3739,1.4168,1.4443,1.4443,1.2299548148,0.0813452657,0.2724660771,-0.7396067585,0,46,58,28,3,0,135,0,0.3407407407,0.4296296296,0.2074074074,0.0222222222,0,1,1.1029,1.103,1.1055,1.1056,1.3703,1.4153,1.4408,1.4408,1.4793,1.2726148148,0.0842728475,0.262200273,-0.7276708925,0,40,46,40,9,0,135,0,0.2962962963,0.3407407407,0.2962962963,0.0666666667,0,1,1.1407,1.1407,1.1446,1.1447,1.4212,1.4648,1.4917,1.4918,1.4793,1.2726214815,0.0842320388,0.2601525425,-0.7318790502,0,40,46,40,9,0,135,0,0.2962962963,0.3407407407,0.2962962963,0.0666666667,0,1,1.1407,1.1407,1.1445,1.1447,1.4212,1.4647,1.4912,1.4912,1.272605926,0.084145964,0.21048648,-0.808850729,0,40,42,46,7,0,135,0,0.296296296,0.311111111,0.340740741,0.051851852,0,1,1.1371,1.1371,1.1429,1.1431,1.4189,1.4608,1.4841,1.4842
C90-C2-45,C,C2,39.53,-20.42,-59.95,90,1535.6,715.4,-0.3056814233,0.5513046254,1,1,-8.052195066,26.5944,-0.4725,2.0787,0.169393248,0.223265879,0.323048779,0.341291691,0.461145126,0.582248107,0.54420496,0.759138838,1.068346313,1.261274907,1.826658395,1.982297552,5.9034230219,4.4789647414,3.095507753,2.9300449626,2.1685147335,1.7174808951,1.8375429728,1.3172820964,0.9360260693,0.7928485649,0.5474477345,0.5044651339,1.1302075397,1.0653418031,0.7938997001,0.6781781356,35,0.3080055,0.22751801,0.7386816469,190.6921,1674.894,904.7261,169472.4884,0.1351,1.7347,1.42721556,0.02519842,-0.526228,0.21123387,1.3589,1.3589,1.3635,1.3635,1.4662,1.4662,1.469,1.469,1.2398607407,0.0832065739,0.2386790355,-0.8138303054,1.1291,1.1291,1.1295,1.1295,1.4245,1.4245,1.4324,1.4324,1.2315503704,0.0842082242,0.2667117648,-0.746820163,0,57,58,14,6,0,135,0,0.4222222222,0.4296296296,0.1037037037,0.0444444444,0,1,1.1124,1.1124,1.1184,1.1184,1.42,1.4201,1.4306,1.4307,1.469,1.2743096296,0.087189877,0.2655202837,-0.745961961,0,45,20,62,8,0,135,0,0.3333333333,0.1481481481,0.4592592593,0.0592592593,0,1,1.152,1.152,1.1556,1.1556,1.4712,1.4712,1.479,1.479,1.469,1.2743185185,0.0871372023,0.264020522,-0.7496205191,0,45,20,62,8,0,135,0,0.3333333333,0.1481481481,0.4592592593,0.0592592593,0,1,1.152,1.152,1.1556,1.1556,1.4709,1.4709,1.4786,1.4787,1.274305926,0.087079128,0.216299765,-0.84392454,0,43,22,62,8,0,135,0,0.318518519,0.162962963,0.459259259,0.059259259,0,1,1.1509,1.1509,1.1555,1.1555,1.466,1.4661,1.473,1.4731
C90-C2v-46,C,C2v,46.6,-20.71,-67.31,90,1645.1,822,-0.3181868554,0.5582482962,1,1,-7.995093841,26.5866,-0.4732,2.0782,0.174601699,0.245839082,0.267183491,0.330497208,0.361700632,0.433478748,0.642591601,0.685358053,1.06497396,1.091578908,1.753633091,1.875842651,5.7273211299,4.0677014894,3.7427462163,3.0257441691,2.7647173146,2.3069181698,1.5561983668,1.4590913401,0.9389900951,0.9161041796,0.5702447138,0.5330937536,1.0034098888,0.9364706882,0.6827841968,0.6634123843,35,0.30753466,0.22750941,0.7397846148,173.9778,1706.341,899.5687,171632.7056,0.1369,1.7651,1.42730741,0.02575984,-0.717362,0.55974843,1.3562,1.3562,1.3563,1.3563,1.4688,1.4688,1.4689,1.4689,1.2400177778,0.0844634507,0.2625286411,-0.9093785332,1.1247,1.1247,1.1248,1.1248,1.4031,1.4321,1.4321,1.435,1.2317888889,0.0850481969,0.2738967992,-0.8153260515,0,60,50,22,3,0,135,0,0.4444444444,0.3703703704,0.162962963,0.0222222222,0,1,1.1155,1.1155,1.1156,1.1156,1.3992,1.4302,1.4302,1.4327,1.4689,1.2744948148,0.088053288,0.2811213533,-0.8022765039,0,36,30,60,9,0,135,0,0.2666666667,0.2222222222,0.4444444444,0.0666666667,0,1,1.1537,1.1537,1.1538,1.1538,1.4508,1.4784,1.4784,1.4811,1.4689,1.2745007407,0.0880028051,0.2798592099,-0.8053029558,0,36,30,60,9,0,135,0,0.2666666667,0.2222222222,0.4444444444,0.0666666667,0,1,1.1537,1.1537,1.1538,1.1538,1.4507,1.478,1.478,1.4807,1.274492593,0.087952275,0.236312408,-0.890181224,0,36,30,60,9,0,135,0,0.266666667,0.222222222,0.444444444,0.066666667,0,1,1.1531,1.1531,1.1532,1.1532,1.4476,1.4721,1.4721,1.4752
C90-Cs-17,C,Cs,15.3,-35.6,-50.9,90,1635.8,826.9,-0.2529361706,0.7350354419,1,1,-8.197163856,26.6264,-0.4726,2.08,0.258272277,0.410869358,0.492019365,0.495680046,0.749648655,0.823684327,0.266731823,0.609110001,0.77509451,1.131278135,1.292183688,1.600771733,3.8718828502,2.4338636614,2.0324403288,2.0174304132,1.3339582394,1.2140573363,3.7490839629,1.6417395846,1.2901652471,0.8839559159,0.7738837824,0.6246986871,0.9215126678,0.807904957,0.9143845113,0.6963739802,35,0.30262014,0.22745682,0.7516248588,178.6648,1741.615,903.7983,169535.7162,0.1507,1.774,1.42769037,0.02700425,-0.7684314,0.11989859,1.344,1.3581,1.359,1.3591,1.4659,1.466,1.4662,1.4663,1.2398637037,0.0848774852,0.4512198978,-1.0962507479,1.1292,1.1298,1.1298,1.1353,1.4114,1.4182,1.4182,1.4215,1.2318740741,0.0855571189,0.4529418896,-1.0031450613,0,64,40,27,4,0,135,0,0.4740740741,0.2962962963,0.2,0.0296296296,0,1,1.1098,1.1098,1.1115,1.1123,1.4088,1.4142,1.4143,1.4179,1.4663,1.2743340741,0.0885655649,0.4647240639,-0.9857498247,0,37,45,36,17,0,135,0,0.2740740741,0.3333333333,0.2666666667,0.1259259259,0,1,1.1486,1.1486,1.1494,1.1503,1.4626,1.4655,1.4655,1.4687,1.4663,1.2743259259,0.088540444,0.4643116491,-0.9869768786,0,37,45,36,17,0,135,0,0.2740740741,0.3333333333,0.2666666667,0.1259259259,0,1,1.1486,1.1486,1.1494,1.1502,1.4625,1.4653,1.4653,1.4684,1.274328889,0.088496607,0.436179832,-1.034654667,0,37,45,36,17,0,135,0,0.274074074,0.333333333,0.266666667,0.125925926,0,1,1.1476,1.1484,1.1484,1.1496,1.4594,1.4609,1.461,1.464
C92-C1-59,C,C1,3.1,-10.6,-13.7,92,859.7,243.8,-0.2383895955,0.5415053731,1,1,-8.352714227,26.6192,-0.469,2.0802,0.238082152,0.425023288,0.599346119,0.684044541,0.824338332,0.923726546,0.409292421,0.852302265,1.294747024,1.703735147,1.876742877,2.078834252,4.2002308514,2.3528122534,1.6684849844,1.4618931079,1.2130941401,1.0825714648,2.4432409414,1.1732926698,0.7723516498,0.5869456892,0.532838042,0.4810388318,2.0751961778,1.4951632486,1.5311768562,0.9123236325,36,0.31874872,0.23291681,0.7307223383,179.7326,1675.985,901.6199,170280.7269,0.1278,1.7362,1.42725507,0.02440527,-0.537323,0.54881875,1.3565,1.3586,1.3613,1.3642,1.4695,1.4701,1.4723,1.4739,1.2383434783,0.0757511323,0.3608315619,-0.4657751751,1.1121,1.1124,1.1144,1.116,1.3937,1.3941,1.4361,1.4448,1.2298847826,0.0771476261,0.3677814252,-0.4154582135,1,53,61,21,2,0,137,0.0072463768,0.384057971,0.4420289855,0.152173913,0.0144927536,0,0.9927536232,1.0956,1.1026,1.105,1.1055,1.3903,1.392,1.4333,1.4418,1.4739,1.272615942,0.0799129384,0.3589720823,-0.416739192,0,33,55,41,9,0,138,0,0.2391304348,0.3985507246,0.2971014493,0.0652173913,0,1,1.1325,1.141,1.1422,1.144,1.4414,1.4425,1.4834,1.4913,1.4739,1.2726101449,0.0798542706,0.3574842418,-0.4218262572,0,33,55,41,9,0,138,0,0.2391304348,0.3985507246,0.2971014493,0.0652173913,0,1,1.1326,1.1413,1.1421,1.1444,1.4414,1.4425,1.4829,1.4905,1.272614493,0.079802784,0.300016608,-0.525090569,0,33,55,41,9,0,138,0,0.239130435,0.398550725,0.297101449,0.065217391,0,1,1.1305,1.1399,1.1408,1.1421,1.4384,1.4401,1.4763,1.4824
